8.285090002093922692e-05 -3.940306870657570238e-06 -9.052026716572267144e-05 -7.299439674459498085e-05 -7.084776356026504542e-05 -6.423220556442231369e-05 -5.795981997902915998e-05 -5.488340649641942724e-05 -4.870074263423184450e-05 -4.289909410458664189e-05
-3.940306870657570238e-06 1.714090468946176632e-04 1.957281025893751446e-06 2.704139868775903214e-06 4.288069456572190900e-06 4.000471668499770823e-06 1.866245001259142845e-06 2.730122980373723485e-06 3.748427923903475138e-06 7.002150306395309220e-07
-9.052026716572267144e-05 1.957281025893751446e-06 2.274892462819618822e-04 7.948357235258202049e-05 7.759070354989510787e-05 7.089050200813815073e-05 6.274859490806637501e-05 6.165271296323212495e-05 5.478633633116454532e-05 4.626820962401389858e-05
-7.299439674459498085e-05 2.704139868775903214e-06 7.948357235258202049e-05 1.192626967057053321e-04 6.162446013021460184e-05 5.691730267624862499e-05 5.096610075842032423e-05 4.879187198428367594e-05 4.234504760485095786e-05 4.034878987870569000e-05
-7.084776356026504542e-05 4.288069456572190900e-06 7.759070354989510787e-05 6.162446013021460184e-05 1.028647044671674718e-04 5.257807298888617228e-05 5.093842946660388028e-05 4.689291694296706200e-05 4.055130619244000611e-05 3.821497947878132979e-05
-6.423220556442231369e-05 4.000471668499770823e-06 7.089050200813815073e-05 5.691730267624862499e-05 5.257807298888617228e-05 9.702633300809599510e-05 4.333700015493647688e-05 4.355886948925594327e-05 3.908839730395042948e-05 3.291759245541791927e-05
-5.795981997902915998e-05 1.866245001259142845e-06 6.274859490806637501e-05 5.096610075842032423e-05 5.093842946660388028e-05 4.333700015493647688e-05 1.055258953732599676e-04 3.606756499724337971e-05 3.267418752078055962e-05 3.169217822718214543e-05
-5.488340649641942724e-05 2.730122980373723485e-06 6.165271296323212495e-05 4.879187198428367594e-05 4.689291694296706200e-05 4.355886948925594327e-05 3.606756499724337971e-05 1.290821001770201437e-04 2.870204603297533464e-05 3.065847367695178494e-05
-4.870074263423184450e-05 3.748427923903475138e-06 5.478633633116454532e-05 4.234504760485095786e-05 4.055130619244000611e-05 3.908839730395042948e-05 3.267418752078055962e-05 2.870204603297533464e-05 1.728253303837316433e-04 2.366909331586746051e-05
-4.289909410458664189e-05 7.002150306395309220e-07 4.626820962401389858e-05 4.034878987870569000e-05 3.821497947878132979e-05 3.291759245541791927e-05 3.169217822718214543e-05 3.065847367695178494e-05 2.366909331586746051e-05 2.051823284237684207e-04
