1.328479573482943488e+04 3.234483159725191967e+02 -6.752561399252037688e+01 1.955314895703229752e+02 1.452335228311056596e+02 2.644836105575862462e+02 4.631406546053826645e+01 2.654617554833796476e+02 1.275784873374951616e+02 1.300309515620310208e+02
3.234483159725191967e+02 5.844317796664445268e+03 -1.889657931691499471e+01 9.911068288241105506e+01 -1.750920588177762482e+01 -6.384661357162839579e+01 -6.017285381003158307e+01 9.422926492576140234e+00 -3.413329657552284147e+01 7.641684354991532757e+01
-6.752561399252061847e+01 -1.889657931691507642e+01 4.288744607352304229e+03 -2.807567054943225230e+03 -1.605163687376752250e+03 -5.454449991334271317e+02 -1.139204241646034177e+02 7.860631537325335216e+01 1.070031276435260708e+02 -5.542590861662651491e+01
1.955314895703225773e+02 9.911068288241119717e+01 -2.807567054943217954e+03 1.330737296204609265e+04 -3.776315636049366731e+03 -3.084272957053062783e+03 -1.861259510916467661e+03 -1.285912712530010822e+03 -7.601915085046177865e+02 -2.696526290374427504e+02
1.452335228311081607e+02 -1.750920588177776693e+01 -1.605163687376745656e+03 -3.776315636049385375e+03 1.584265084809456857e+04 -4.458036748957452801e+03 -3.369598022044199752e+03 -2.160176411847174222e+03 -1.106243355225698451e+03 -8.671091214100429170e+02
2.644836105575868146e+02 -6.384661357162796946e+01 -5.454449991334333845e+02 -3.084272957053020036e+03 -4.458036748957484633e+03 1.471165448727549665e+04 -2.515290378986231644e+03 -2.070880027729279391e+03 -1.089700990867742576e+03 -1.018716704107951728e+03
4.631406546053832329e+01 -6.017285381003171096e+01 -1.139204241646092868e+02 -1.861259510916470163e+03 -3.369598022044170648e+03 -2.515290378986225733e+03 1.147065711210291192e+04 -1.207742901851153420e+03 -7.521033557839334662e+02 -5.627619842431967072e+02
2.654617554833793633e+02 9.422926492575937729e+00 7.860631537325562590e+01 -1.285912712530023782e+03 -2.160176411847183317e+03 -2.070880027729283483e+03 -1.207742901851129773e+03 9.145597072020766063e+03 -6.310862825243267480e+02 -4.952606403843269618e+02
1.275784873374955879e+02 -3.413329657552290541e+01 1.070031276435238112e+02 -7.601915085046182412e+02 -1.106243355225698451e+03 -1.089700990867737801e+03 -7.521033557839278956e+02 -6.310862825243323186e+02 6.036393869129600716e+03 -1.768505592843953593e+02
1.300309515620306797e+02 7.641684354991525652e+01 -5.542590861662569779e+01 -2.696526290374466157e+02 -8.671091214100431444e+02 -1.018716704107953774e+03 -5.627619842431922734e+02 -4.952606403843269618e+02 -1.768505592843937393e+02 4.969522843373773867e+03
