3.166715899238896070e-01 -1.000000000000000000e+00 -1.000000000000000000e+00
8.315294015825448470e-01 -1.000000000000000000e+00 -1.000000000000000000e+00
7.176277473177681276e-01 0.000000000000000000e+00 1.000000000000000056e-01
6.697438744398511723e-01 1.000000000000000056e-01 2.000000000000000111e-01
6.700366767610741459e-01 2.000000000000000111e-01 3.000000000000000444e-01
6.346934410894674583e-01 3.000000000000000444e-01 4.000000000000000222e-01
5.957356776798025111e-01 4.000000000000000222e-01 5.000000000000000000e-01
5.635342273405786750e-01 5.000000000000000000e-01 6.000000000000000888e-01
5.013074980333248609e-01 6.000000000000000888e-01 8.000000000000000444e-01
4.823666268364154019e-01 8.000000000000000444e-01 1.000000000000000000e+00
