3.157591800970591667e-01 -1.000000000000000000e+00 -1.000000000000000000e+00
8.315490763940711627e-01 -1.000000000000000000e+00 -1.000000000000000000e+00
7.066485544327831825e-01 0.000000000000000000e+00 1.000000000000000056e-01
6.659739259913536324e-01 1.000000000000000056e-01 2.000000000000000111e-01
6.691646594241907886e-01 2.000000000000000111e-01 3.000000000000000444e-01
6.350067849540724785e-01 3.000000000000000444e-01 4.000000000000000222e-01
5.966267332549564095e-01 4.000000000000000222e-01 5.000000000000000000e-01
5.646852932029570171e-01 5.000000000000000000e-01 6.000000000000000888e-01
5.025384656426015173e-01 6.000000000000000888e-01 8.000000000000000444e-01
4.835704014453648947e-01 8.000000000000000444e-01 1.000000000000000000e+00
