1.275915662685979987e+04 3.393841913748968295e+02 1.156862254041374172e+02 -5.160303228689446797e+00 -2.265996215845344182e+02 4.618814772154774460e+02 3.956168237430760541e+02 7.500507263463232732e+01 5.399939761522171722e+01 -3.086792628466173838e+01
3.393841913748968864e+02 6.053231558786446840e+03 -3.091974180480461598e+01 -2.623207015123489327e+01 -1.278555096890629983e+02 1.330348674914287415e+02 1.479598762521988533e+02 -9.923468183813395171e+01 3.157408052652494490e+01 3.066226587628302269e+01
1.156862254041352998e+02 -3.091974180480470125e+01 5.642829087122376222e+03 -3.608722667233914763e+03 -2.185183001651324048e+03 -6.704664709526961133e+02 -5.012829879535130573e+01 1.138874674013502784e+02 -6.948981699616467722e+01 3.243283398981156296e+01
-5.160303228688743360e+00 -2.623207015123483643e+01 -3.608722667233906577e+03 1.678825314103854180e+04 -4.964435891480146893e+03 -4.072868777357510226e+03 -2.353531379977249799e+03 -1.264627594523124344e+03 -6.906706900597437198e+02 -4.245069813251195683e+02
-2.265996215845348729e+02 -1.278555096890631688e+02 -2.185183001651331324e+03 -4.964435891480144164e+03 2.009438225986627367e+04 -5.477957691579660604e+03 -4.289046513104886799e+03 -2.674454221818736187e+03 -1.340188469441894085e+03 -1.154099721343942974e+03
4.618814772154755133e+02 1.330348674914288267e+02 -6.704664709527048672e+02 -4.072868777357505678e+03 -5.477957691579653329e+03 1.865636726556655412e+04 -3.350185085664283633e+03 -2.948707333237176954e+03 -1.302119558150565126e+03 -1.131286338673841556e+03
3.956168237430770205e+02 1.479598762521986544e+02 -5.012829879534549349e+01 -2.353531379977257984e+03 -4.289046513104880432e+03 -3.350185085664288636e+03 1.474274502062523061e+04 -1.384863710716105516e+03 -1.255399908545278322e+03 -8.355254377302607054e+02
7.500507263463309471e+01 -9.923468183813386645e+01 1.138874674013498094e+02 -1.264627594523112293e+03 -2.674454221818753922e+03 -2.948707333237173316e+03 -1.384863710716115520e+03 1.101651265115452588e+04 -5.650433914921146652e+02 -6.504694595656106912e+02
5.399939761522198012e+01 3.157408052652519714e+01 -6.948981699616322771e+01 -6.906706900597501999e+02 -1.340188469441895677e+03 -1.302119558150540797e+03 -1.255399908545279914e+03 -5.650433914921319456e+02 7.400558830247064179e+03 -2.467265889434213477e+02
-3.086792628466211497e+01 3.066226587628306177e+01 3.243283398981531462e+01 -4.245069813251151345e+02 -1.154099721343951160e+03 -1.131286338673858381e+03 -8.355254377302456987e+02 -6.504694595656102365e+02 -2.467265889434188466e+02 6.296895406017402820e+03
